X,Y,OBJECTID_1,OBJECTID,COD_SIG,MORADA,DESIGNACAO,ANO,ESTADO,TIPOLOGIA,ID_TIPO,GlobalID,Shape__Area,Shape__Length
-9.13102545264144,38.7160296677624,24,37,1601603100,"Largo da Graça, Jardim Augusto Gil",Jardim Augusto Gil / Jardim da Graça,0, , ,5,3dcb9875-2461-4431-b5d1-48a36c386300,2198.2568359375,183.687966214676
-9.13279695028641,38.7191221428856,25,38,160020,"Largo do Monte, Miradouro Nossa Senhora do Monte",Miradouro Nossa Senhora do Monte,0, , ,5,6751c2f8-fce5-482b-aa78-d2133b8c3a13,1006.28125,159.278168475596
-9.21586848472122,38.6988231087338,26,39,3200405100,"Praça de Damão, Jardim da Praça de Damão",Jardim Praça de Damão,0, , ,5,97ce9371-9f40-4aa4-b51c-b47c567c56db,6090.4052734375,311.952082989751
-9.09205082557109,38.7711323128736,27,40,3308501500,"Rua da Pimenta, Jardim Garcia de Orta",Jardim Garcia de Orta - Parque das Nações,0, , ,5,3e937353-58ed-45ae-b672-a17b8bcaa2da,20171.248046875,1645.70595658454
-9.1214305627633,38.7699838670863,28,41,331080,"Rua da Portela, Parque Urbano dos Olivais",Parque Urbano dos Olivais,2013,novo,Espaços Verdes Urbanos,5,f691a53c-0f83-4340-9ad6-a4a5667ab094,61300.408203125,1491.8372224013
-9.15450542959982,38.7070828386007,29,42,3701606001,"Largo de Santos, Jardim Nuno Álvares",Jardim Nuno Álvares / Jardim de Santos,2013,requalificado, ,5,63546ffe-8ef9-4365-ac90-77bb416d7978,6383.27587890625,331.01683214421
-9.09203964434168,38.7818827384643,30,43,3308501200,"Passeio do Tejo, Parque Urbano do Tejo e Trancão",Parque Urbano do Tejo e Trancão,0, , ,5,fe11efb4-bdf6-428a-b3ea-0d82b82ec869,432450.529785156,7997.54334962617
-9.20969922029069,38.6990929089206,31,44,3200604100,"Praça de Malaca, Jardim da Praça de Malaca",Jardim Praça de Malaca,0, , ,5,adc6b8b9-0a10-4e96-a982-ea0745009f02,8224.09375,362.119113168732
-9.20132650508502,38.6982966188558,32,12,3202701100,"Travessa dos Ferreiros a Belém, Jardim do Palacio de Belém",Jardim do Palacio Nacional de Belém,0, , ,5,ae000780-89ba-4d96-ab7c-d0b35ce8cfef,31919.04296875,1322.27091371116
-9.13302166454296,38.7599346647028,33,13,4202301001,"Avenida Almirante Gago Coutinho, Parque José Gomes Ferreira",Parque José Gomes Ferreira - Mata de Alvalade,0, , ,5,e41ac99d-b8b7-4d6d-8c76-0aa27c1feb5d,180264.302734375,2432.97392915988
-9.10354273069076,38.7418048958051,34,35,210300,"Rua do Açúcar, Viveiro da Quinta do Beirão",Viveiro da Quinta do Beirão,0, , ,5,02fa571f-1204-4ad9-9294-89249d8154a4,4715.74560546875,288.092836893461
-9.19791566421258,38.7068850083942,35,36,010060,"Largo da Ajuda, Palácio da Ajuda",Palácio da Ajuda,0, , ,5,4b8a5910-3d5c-4b65-91b7-85751e1f6534,17370.626953125,1449.17846862482
-9.2060137075795,38.7087754536472,36,45,4001804100,"Rua Tristão Vaz, Parque Recreativo Moínhos de Santana",Parque Recreativo dos Moínhos de Santana,0, , ,5,a177fa67-49fb-448b-9ff0-326e04edebbb,85043.3852539063,1458.33014679061
-9.20306608239243,38.6962001487974,37,46,3200618001,"Avenida da Índia, Jardim Vasco da Gama",Jardim Vasco da Gama,0, , ,5,4ef6403b-0dae-4ef3-853a-f162cf522348,69228.4462890625,1164.07373841046
-9.20026246578452,38.6965927218251,38,47,3202806001,"Avenida da Índia, Jardim Afonso de Albuquerque",Jardim Afonso de Albuquerque,0, , ,5,24030c47-f3c9-49ec-9736-3950f2821615,23243.25390625,597.275834756556
-9.15423549133283,38.7371130514064,39,48,2301701019,"Avenida de Berna, 45A (Jardins da Fundação Gulbenkian)",Jardins da Fundação Calouste Gulbenkian,0, , ,5,c528bbce-1b5b-4ea6-8e29-642a071aca1f,111936.382324219,1785.42485625207
